Complexity metrics,mar., 25 oct. 2022 00:22:40 EDT
Method,CogC,ev(G),iv(G),v(G)
org.jfree.chart.StandardChartTheme.setAxisLabelPaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setAxisOffset(RectangleInsets),0,1,1,1
org.jfree.chart.StandardChartTheme.setBarPainter(BarPainter),0,1,1,1
org.jfree.chart.StandardChartTheme.setBaselinePaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setChartBackgroundPaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setCrosshairPaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setDomainGridlinePaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setDrawingSupplier(DrawingSupplier),0,1,1,1
org.jfree.chart.StandardChartTheme.setErrorIndicatorPaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setExtraLargeFont(Font),0,1,1,1
org.jfree.chart.StandardChartTheme.setGridBandAlternatePaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setGridBandPaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setItemLabelPaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setLabelLinkPaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setLabelLinkStyle(PieLabelLinkStyle),0,1,1,1
org.jfree.chart.StandardChartTheme.setLargeFont(Font),0,1,1,1
org.jfree.chart.StandardChartTheme.setLegendBackgroundPaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setLegendItemPaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setPlotBackgroundPaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setPlotOutlinePaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setRangeGridlinePaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setRegularFont(Font),0,1,1,1
org.jfree.chart.StandardChartTheme.setShadowPaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setShadowVisible(boolean),0,1,1,1
org.jfree.chart.StandardChartTheme.setSmallFont(Font),0,1,1,1
org.jfree.chart.StandardChartTheme.setSubtitlePaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setThermometerPaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setTickLabelPaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setTitlePaint(Paint),0,1,1,1
org.jfree.chart.StandardChartTheme.setXYBarPainter(XYBarPainter),0,1,1,1
org.jfree.chart.StandardChartTheme.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.chart.StandardChartThemeTest.testCloning(),0,1,1,1
org.jfree.chart.StandardChartThemeTest.testEquals(),0,1,1,1
org.jfree.chart.StandardChartThemeTest.testSerialization(),0,1,1,1
"org.jfree.chart.TestUtils.checkIndependence(AbstractRenderer, AbstractRenderer)",0,1,1,1
"org.jfree.chart.TestUtils.containsInstanceOf(Collection<?>, Class)",4,3,3,4
org.jfree.chart.TestUtils.serialised(K),2,1,1,3
org.jfree.chart.TimeSeriesChartTest.LocalListener.chartChanged(ChartChangeEvent),0,1,1,1
org.jfree.chart.TimeSeriesChartTest.createChart(),0,1,1,1
org.jfree.chart.TimeSeriesChartTest.setUp(),0,1,1,1
org.jfree.chart.TimeSeriesChartTest.testDrawWithNullInfo(),1,1,2,2
org.jfree.chart.TimeSeriesChartTest.testReplaceDataset(),0,1,1,1
org.jfree.chart.TimeSeriesChartTest.testSetSeriesToolTipGenerator(),0,1,1,1
org.jfree.chart.WaterfallChartTest.createWaterfallChart(),0,1,1,1
org.jfree.chart.WaterfallChartTest.setUp(),0,1,1,1
org.jfree.chart.WaterfallChartTest.testDrawWithNullInfo(),1,1,2,2
org.jfree.chart.WaterfallChartTest.testSetSeriesToolTipGenerator(),0,1,1,1
org.jfree.chart.WaterfallChartTest.testSetSeriesURLGenerator(),0,1,1,1
org.jfree.chart.XYAreaChartTest.LocalListener.chartChanged(ChartChangeEvent),0,1,1,1
org.jfree.chart.XYAreaChartTest.createChart(),0,1,1,1
org.jfree.chart.XYAreaChartTest.setUp(),0,1,1,1
org.jfree.chart.XYAreaChartTest.testDrawWithNullInfo(),1,1,2,2
org.jfree.chart.XYAreaChartTest.testReplaceDataset(),0,1,1,1
org.jfree.chart.XYAreaChartTest.testSetSeriesToolTipGenerator(),0,1,1,1
org.jfree.chart.XYBarChartTest.LocalListener.chartChanged(ChartChangeEvent),0,1,1,1
org.jfree.chart.XYBarChartTest.createChart(),0,1,1,1
org.jfree.chart.XYBarChartTest.setUp(),0,1,1,1
org.jfree.chart.XYBarChartTest.testDrawWithNullInfo(),1,1,2,2
org.jfree.chart.XYBarChartTest.testReplaceDataset(),0,1,1,1
org.jfree.chart.XYBarChartTest.testSetSeriesToolTipGenerator(),0,1,1,1
org.jfree.chart.XYLineChartTest.LocalListener.chartChanged(ChartChangeEvent),0,1,1,1
org.jfree.chart.XYLineChartTest.createChart(),0,1,1,1
org.jfree.chart.XYLineChartTest.setUp(),0,1,1,1
org.jfree.chart.XYLineChartTest.testDrawWithNullInfo(),1,1,2,2
org.jfree.chart.XYLineChartTest.testReplaceDataset(),0,1,1,1
org.jfree.chart.XYLineChartTest.testSetSeriesToolTipGenerator(),0,1,1,1
org.jfree.chart.XYStepAreaChartTest.LocalListener.chartChanged(ChartChangeEvent),0,1,1,1
org.jfree.chart.XYStepAreaChartTest.createChart(),0,1,1,1
org.jfree.chart.XYStepAreaChartTest.setUp(),0,1,1,1
org.jfree.chart.XYStepAreaChartTest.testDrawWithNullInfo(),1,1,2,2
org.jfree.chart.XYStepAreaChartTest.testReplaceDataset(),0,1,1,1
org.jfree.chart.XYStepAreaChartTest.testSetSeriesToolTipGenerator(),0,1,1,1
org.jfree.chart.XYStepChartTest.LocalListener.chartChanged(ChartChangeEvent),0,1,1,1
org.jfree.chart.XYStepChartTest.createChart(),0,1,1,1
org.jfree.chart.XYStepChartTest.setUp(),0,1,1,1
org.jfree.chart.XYStepChartTest.testDrawWithNullInfo(),1,1,2,2
org.jfree.chart.XYStepChartTest.testReplaceDataset(),0,1,1,1
org.jfree.chart.XYStepChartTest.testSetSeriesToolTipGenerator(),0,1,1,1
org.jfree.chart.annotations.AbstractAnnotation.AbstractAnnotation(),0,1,1,1
org.jfree.chart.annotations.AbstractAnnotation.addChangeListener(AnnotationChangeListener),0,1,1,1
org.jfree.chart.annotations.AbstractAnnotation.clone(),0,1,1,1
org.jfree.chart.annotations.AbstractAnnotation.fireAnnotationChanged(),1,1,2,2
org.jfree.chart.annotations.AbstractAnnotation.getNotify(),0,1,1,1
org.jfree.chart.annotations.AbstractAnnotation.hasListener(EventListener),0,1,1,1
org.jfree.chart.annotations.AbstractAnnotation.notifyListeners(AnnotationChangeEvent),3,1,3,3
org.jfree.chart.annotations.AbstractAnnotation.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.annotations.AbstractAnnotation.removeChangeListener(AnnotationChangeListener),0,1,1,1
org.jfree.chart.annotations.AbstractAnnotation.setNotify(boolean),1,1,2,2
org.jfree.chart.annotations.AbstractAnnotation.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.chart.annotations.AbstractXYAnnotation.AbstractXYAnnotation(),0,1,1,1
"org.jfree.chart.annotations.AbstractXYAnnotation.addEntity(PlotRenderingInfo, Shape, int, String, String)",2,3,1,3
org.jfree.chart.annotations.AbstractXYAnnotation.equals(Object),4,5,1,5
org.jfree.chart.annotations.AbstractXYAnnotation.getToolTipText(),0,1,1,1
org.jfree.chart.annotations.AbstractXYAnnotation.getURL(),0,1,1,1
org.jfree.chart.annotations.AbstractXYAnnotation.hashCode(),2,1,3,3
org.jfree.chart.annotations.AbstractXYAnnotation.setToolTipText(String),0,1,1,1
org.jfree.chart.annotations.AbstractXYAnnotation.setURL(String),0,1,1,1
"org.jfree.chart.annotations.CategoryLineAnnotation.CategoryLineAnnotation(Comparable, double, Comparable, double, Paint, Stroke)",0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotation.clone(),0,1,1,1
"org.jfree.chart.annotations.CategoryLineAnnotation.draw(Graphics2D, CategoryPlot, Rectangle2D, CategoryAxis, ValueAxis)",2,1,3,3
org.jfree.chart.annotations.CategoryLineAnnotation.equals(Object),8,9,1,9
org.jfree.chart.annotations.CategoryLineAnnotation.getCategory1(),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotation.getCategory2(),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotation.getPaint(),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotation.getStroke(),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotation.getValue1(),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotation.getValue2(),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotation.hashCode(),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotation.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotation.setCategory1(Comparable),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotation.setCategory2(Comparable),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotation.setPaint(Paint),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotation.setStroke(Stroke),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotation.setValue1(double),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotation.setValue2(double),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotation.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotationTest.testCloning(),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotationTest.testConstructorExceptions(),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotationTest.testEquals(),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotationTest.testHashcode(),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotationTest.testPublicCloneable(),0,1,1,1
org.jfree.chart.annotations.CategoryLineAnnotationTest.testSerialization(),0,1,1,1
"org.jfree.chart.annotations.CategoryPointerAnnotation.CategoryPointerAnnotation(String, Comparable, double, double)",0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.clone(),0,1,1,1
"org.jfree.chart.annotations.CategoryPointerAnnotation.draw(Graphics2D, CategoryPlot, Rectangle2D, CategoryAxis, ValueAxis)",1,1,1,2
org.jfree.chart.annotations.CategoryPointerAnnotation.equals(Object),11,12,1,12
org.jfree.chart.annotations.CategoryPointerAnnotation.getAngle(),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.getArrowLength(),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.getArrowPaint(),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.getArrowStroke(),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.getArrowWidth(),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.getBaseRadius(),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.getLabelOffset(),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.getTipRadius(),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.hashCode(),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.setAngle(double),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.setArrowLength(double),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.setArrowPaint(Paint),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.setArrowStroke(Stroke),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.setArrowWidth(double),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.setBaseRadius(double),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.setLabelOffset(double),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.setTipRadius(double),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotation.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotationTest.testCloning(),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotationTest.testEquals(),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotationTest.testHashCode(),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotationTest.testPublicCloneable(),0,1,1,1
org.jfree.chart.annotations.CategoryPointerAnnotationTest.testSerialization(),0,1,1,1
"org.jfree.chart.annotations.CategoryTextAnnotation.CategoryTextAnnotation(String, Comparable, double)",0,1,1,1
org.jfree.chart.annotations.CategoryTextAnnotation.clone(),0,1,1,1
"org.jfree.chart.annotations.CategoryTextAnnotation.draw(Graphics2D, CategoryPlot, Rectangle2D, CategoryAxis, ValueAxis)",2,1,3,3
org.jfree.chart.annotations.CategoryTextAnnotation.equals(Object),6,7,1,7
org.jfree.chart.annotations.CategoryTextAnnotation.getCategory(),0,1,1,1
org.jfree.chart.annotations.CategoryTextAnnotation.getCategoryAnchor(),0,1,1,1
org.jfree.chart.annotations.CategoryTextAnnotation.getValue(),0,1,1,1
org.jfree.chart.annotations.CategoryTextAnnotation.hashCode(),0,1,1,1
org.jfree.chart.annotations.CategoryTextAnnotation.setCategory(Comparable),0,1,1,1
org.jfree.chart.annotations.CategoryTextAnnotation.setCategoryAnchor(CategoryAnchor),0,1,1,1
org.jfree.chart.annotations.CategoryTextAnnotation.setValue(double),0,1,1,1
org.jfree.chart.annotations.CategoryTextAnnotationTest.testCloning(),0,1,1,1
org.jfree.chart.annotations.CategoryTextAnnotationTest.testEquals(),0,1,1,1
org.jfree.chart.annotations.CategoryTextAnnotationTest.testHashcode(),0,1,1,1
org.jfree.chart.annotations.CategoryTextAnnotationTest.testPublicCloneable(),0,1,1,1
org.jfree.chart.annotations.CategoryTextAnnotationTest.testSerialization(),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.TextAnnotation(String),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.equals(Object),8,9,1,9
org.jfree.chart.annotations.TextAnnotation.getFont(),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.getPaint(),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.getRotationAnchor(),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.getRotationAngle(),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.getText(),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.getTextAnchor(),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.hashCode(),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.setFont(Font),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.setPaint(Paint),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.setRotationAnchor(TextAnchor),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.setRotationAngle(double),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.setText(String),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.setTextAnchor(TextAnchor),0,1,1,1
org.jfree.chart.annotations.TextAnnotation.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.chart.annotations.TextAnnotationTest.annotationChanged(AnnotationChangeEvent),0,1,1,1
org.jfree.chart.annotations.TextAnnotationTest.testChangeEvents(),0,1,1,1
org.jfree.chart.annotations.TextAnnotationTest.testEquals(),0,1,1,1
org.jfree.chart.annotations.TextAnnotationTest.testHashCode(),0,1,1,1
org.jfree.chart.annotations.TextAnnotationTest.testSetRotationAnchor(),1,1,1,2
"org.jfree.chart.annotations.XYBoxAnnotation.XYBoxAnnotation(double, double, double, double)",0,1,1,1
"org.jfree.chart.annotations.XYBoxAnnotation.XYBoxAnnotation(double, double, double, double, Stroke, Paint)",0,1,1,1
"org.jfree.chart.annotations.XYBoxAnnotation.XYBoxAnnotation(double, double, double, double, Stroke, Paint, Paint)",0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotation.clone(),0,1,1,1
"org.jfree.chart.annotations.XYBoxAnnotation.draw(Graphics2D, XYPlot, Rectangle2D, ValueAxis, ValueAxis, int, PlotRenderingInfo)",5,1,3,6
org.jfree.chart.annotations.XYBoxAnnotation.equals(Object),10,11,1,11
org.jfree.chart.annotations.XYBoxAnnotation.getFillPaint(),0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotation.getOutlinePaint(),0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotation.getStroke(),0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotation.getX0(),0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotation.getX1(),0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotation.getY0(),0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotation.getY1(),0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotation.hashCode(),0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotation.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotation.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotationTest.testCloning(),0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotationTest.testConstructorExceptions(),0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotationTest.testDrawWithNullInfo(),1,1,2,2
org.jfree.chart.annotations.XYBoxAnnotationTest.testEquals(),0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotationTest.testHashCode(),0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotationTest.testPublicCloneable(),0,1,1,1
org.jfree.chart.annotations.XYBoxAnnotationTest.testSerialization(),0,1,1,1
"org.jfree.chart.annotations.XYDataImageAnnotation.XYDataImageAnnotation(Image, double, double, double, double)",0,1,1,1
"org.jfree.chart.annotations.XYDataImageAnnotation.XYDataImageAnnotation(Image, double, double, double, double, boolean)",0,1,1,1
org.jfree.chart.annotations.XYDataImageAnnotation.clone(),0,1,1,1
"org.jfree.chart.annotations.XYDataImageAnnotation.draw(Graphics2D, XYPlot, Rectangle2D, ValueAxis, ValueAxis, int, PlotRenderingInfo)",4,1,2,5
org.jfree.chart.annotations.XYDataImageAnnotation.equals(Object),9,10,1,10
org.jfree.chart.annotations.XYDataImageAnnotation.getHeight(),0,1,1,1
org.jfree.chart.annotations.XYDataImageAnnotation.getImage(),0,1,1,1
org.jfree.chart.annotations.XYDataImageAnnotation.getIncludeInDataBounds(),0,1,1,1
org.jfree.chart.annotations.XYDataImageAnnotation.getWidth(),0,1,1,1
org.jfree.chart.annotations.XYDataImageAnnotation.getX(),0,1,1,1
org.jfree.chart.annotations.XYDataImageAnnotation.getXRange(),0,1,1,1
org.jfree.chart.annotations.XYDataImageAnnotation.getY(),0,1,1,1
org.jfree.chart.annotations.XYDataImageAnnotation.getYRange(),0,1,1,1
org.jfree.chart.annotations.XYDataImageAnnotation.hashCode(),0,1,1,1
org.jfree.chart.annotations.XYDataImageAnnotation.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.annotations.XYDataImageAnnotation.writeObject(ObjectOutputStream),0,1,1,1
"org.jfree.chart.annotations.XYDrawableAnnotation.XYDrawableAnnotation(double, double, double, double, Drawable)",0,1,1,1
"org.jfree.chart.annotations.XYDrawableAnnotation.XYDrawableAnnotation(double, double, double, double, double, Drawable)",0,1,1,1
org.jfree.chart.annotations.XYDrawableAnnotation.clone(),0,1,1,1
"org.jfree.chart.annotations.XYDrawableAnnotation.draw(Graphics2D, XYPlot, Rectangle2D, ValueAxis, ValueAxis, int, PlotRenderingInfo)",2,1,2,3
org.jfree.chart.annotations.XYDrawableAnnotation.equals(Object),9,10,1,10
org.jfree.chart.annotations.XYDrawableAnnotation.getDisplayHeight(),0,1,1,1
org.jfree.chart.annotations.XYDrawableAnnotation.getDisplayWidth(),0,1,1,1
org.jfree.chart.annotations.XYDrawableAnnotation.getDrawScaleFactor(),0,1,1,1
org.jfree.chart.annotations.XYDrawableAnnotation.getX(),0,1,1,1
org.jfree.chart.annotations.XYDrawableAnnotation.getY(),0,1,1,1
org.jfree.chart.annotations.XYDrawableAnnotation.hashCode(),0,1,1,1
org.jfree.chart.annotations.XYDrawableAnnotationTest.TestDrawable.TestDrawable(),0,1,1,1
org.jfree.chart.annotations.XYDrawableAnnotationTest.TestDrawable.clone(),0,1,1,1
"org.jfree.chart.annotations.XYDrawableAnnotationTest.TestDrawable.draw(Graphics2D, Rectangle2D)",0,1,1,1
org.jfree.chart.annotations.XYDrawableAnnotationTest.TestDrawable.equals(Object),2,3,1,3
org.jfree.chart.annotations.XYDrawableAnnotationTest.testCloning(),0,1,1,1
org.jfree.chart.annotations.XYDrawableAnnotationTest.testEquals(),0,1,1,1
org.jfree.chart.annotations.XYDrawableAnnotationTest.testHashCode(),0,1,1,1
org.jfree.chart.annotations.XYDrawableAnnotationTest.testPublicCloneable(),0,1,1,1
org.jfree.chart.annotations.XYDrawableAnnotationTest.testSerialization(),0,1,1,1
"org.jfree.chart.annotations.XYImageAnnotation.XYImageAnnotation(double, double, Image)",0,1,1,1
"org.jfree.chart.annotations.XYImageAnnotation.XYImageAnnotation(double, double, Image, RectangleAnchor)",0,1,1,1
org.jfree.chart.annotations.XYImageAnnotation.clone(),0,1,1,1
"org.jfree.chart.annotations.XYImageAnnotation.draw(Graphics2D, XYPlot, Rectangle2D, ValueAxis, ValueAxis, int, PlotRenderingInfo)",4,1,2,5
org.jfree.chart.annotations.XYImageAnnotation.equals(Object),7,8,1,8
org.jfree.chart.annotations.XYImageAnnotation.getImage(),0,1,1,1
org.jfree.chart.annotations.XYImageAnnotation.getImageAnchor(),0,1,1,1
org.jfree.chart.annotations.XYImageAnnotation.getX(),0,1,1,1
org.jfree.chart.annotations.XYImageAnnotation.getY(),0,1,1,1
org.jfree.chart.annotations.XYImageAnnotation.hashCode(),0,1,1,1
org.jfree.chart.annotations.XYImageAnnotation.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.annotations.XYImageAnnotation.writeObject(ObjectOutputStream),0,1,1,1
"org.jfree.chart.annotations.XYLineAnnotation.XYLineAnnotation(double, double, double, double)",0,1,1,1
"org.jfree.chart.annotations.XYLineAnnotation.XYLineAnnotation(double, double, double, double, Stroke, Paint)",0,1,1,1
org.jfree.chart.annotations.XYLineAnnotation.clone(),0,1,1,1
"org.jfree.chart.annotations.XYLineAnnotation.draw(Graphics2D, XYPlot, Rectangle2D, ValueAxis, ValueAxis, int, PlotRenderingInfo)",5,1,5,6
org.jfree.chart.annotations.XYLineAnnotation.equals(Object),9,10,1,10
org.jfree.chart.annotations.XYLineAnnotation.getPaint(),0,1,1,1
org.jfree.chart.annotations.XYLineAnnotation.getStroke(),0,1,1,1
org.jfree.chart.annotations.XYLineAnnotation.getX1(),0,1,1,1
org.jfree.chart.annotations.XYLineAnnotation.getX2(),0,1,1,1
org.jfree.chart.annotations.XYLineAnnotation.getY1(),0,1,1,1
org.jfree.chart.annotations.XYLineAnnotation.getY2(),0,1,1,1
org.jfree.chart.annotations.XYLineAnnotation.hashCode(),0,1,1,1
